Type,Sentiment,Score,Content ID,Datetime,Category
intrigued,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-02-12 04:23:19,
adore,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-08-31 00:39:35,
indifferent,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-01-11 08:47:58,
super love,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-08-02 20:28:34,
disgust,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-10-18 12:49:22,
peeking,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-03-28 08:08:25,
super love,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-02-11 04:02:30,
heart,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-08-12 23:43:02,
scared,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-01-07 02:48:35,
scared,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-02-19 00:55:24,
super love,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-06-08 10:45:12,
like,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-10-18 04:17:57,
super love,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-11-05 13:54:53,
intrigued,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-08-16 12:12:47,
scared,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-10-14 14:55:56,
peeking,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2021-04-01 12:04:53,
like,,,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2020-09-25 06:17:26,
intrigued,,,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,2021-03-03 18:40:34,
interested,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2020-10-30 03:52:21,
like,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2021-02-12 05:48:42,
disgust,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2021-02-08 03:28:00,
interested,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2021-04-02 07:49:50,
worried,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2020-06-30 05:53:45,
worried,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2020-10-22 23:10:08,
indifferent,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2021-06-16 13:46:38,
cherish,,,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,2020-08-10 13:42:50,
adore,,,f332d362-dc48-46c2-a64b-641157c0987e,2020-07-26 19:34:55,
interested,,,f332d362-dc48-46c2-a64b-641157c0987e,2020-12-12 15:31:52,
want,,,f332d362-dc48-46c2-a64b-641157c0987e,2020-08-21 15:22:44,
indifferent,,,f332d362-dc48-46c2-a64b-641157c0987e,2021-05-31 20:37:12,
indifferent,,,f332d362-dc48-46c2-a64b-641157c0987e,2021-02-14 06:00:42,
disgust,,,f332d362-dc48-46c2-a64b-641157c0987e,2021-02-15 20:35:25,
hate,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-09-08 14:01:57,
worried,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-10-28 07:37:33,
interested,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-11-21 19:53:48,
scared,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-10-16 22:41:35,
hate,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-01-08 12:46:55,
want,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-09-07 06:55:04,
hate,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-01-26 16:14:57,
worried,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-09-15 22:47:26,
love,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-11-09 00:34:16,
indifferent,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-02-01 04:49:33,
want,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-04-14 18:36:31,
love,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-01-12 11:57:12,
dislike,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-11-02 22:53:01,
heart,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-03-08 00:05:02,
want,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-09-14 05:11:58,
dislike,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-07-28 09:50:53,
want,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-06-30 01:25:28,
adore,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-01-26 19:53:46,
adore,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-05-19 16:20:37,
want,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-03-11 23:55:36,
want,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-10-17 22:39:24,
adore,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-04-12 17:12:48,
hate,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-11-25 01:57:44,
disgust,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-06-09 09:41:37,
peeking,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-05-20 17:51:52,
hate,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-09-30 18:09:27,
super love,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-10-07 16:03:38,
scared,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-01-11 16:13:14,
disgust,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-12-26 06:13:28,
disgust,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-06-15 17:31:50,
scared,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-05-21 09:25:49,
intrigued,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-11-14 15:11:03,
super love,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2021-05-05 15:38:53,
interested,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-08-17 10:08:59,
intrigued,,,a2e93b29-9259-4092-a4d7-62d5e823bb74,2020-12-31 05:53:41,
disgust,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-11-21 03:14:44,
hate,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-10-05 18:00:47,
cherish,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-05-28 15:20:37,
hate,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-01-12 12:14:41,
scared,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-02-20 00:07:04,
intrigued,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-07-14 21:01:13,
worried,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-06-05 10:04:02,
want,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-03-23 01:55:33,
cherish,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-05-18 09:52:53,
like,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-06-04 16:57:48,
disgust,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-01-01 11:23:50,
dislike,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-05-29 04:16:37,
interested,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-07-18 10:43:22,
adore,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-11-07 01:54:43,
like,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-08-11 12:01:55,
dislike,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-07-24 18:23:18,
scared,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-10-08 08:38:12,
indifferent,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-02-05 13:05:01,
interested,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-07-26 10:36:35,
like,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-05-19 04:30:38,
super love,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-11-15 22:53:12,
worried,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2021-02-04 13:45:52,
intrigued,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-08-01 23:38:51,
super love,,,9b3a6d30-48e8-476c-82be-9031524bd04d,2020-09-22 17:07:18,
adore,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-05-21 12:47:49,
peeking,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-02-25 12:05:38,
disgust,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-04-10 09:41:43,
worried,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-04-06 19:56:38,
worried,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-04-05 16:42:13,
disgust,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-12-14 12:53:01,
heart,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-03-06 10:03:19,
hate,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-10-12 01:42:57,
like,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-11-14 10:25:46,
hate,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-02-13 13:45:04,
love,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-05-08 11:21:04,
scared,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-11-20 19:09:52,
want,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-07-18 03:52:55,
love,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-08-27 15:23:50,
dislike,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-09-29 02:49:19,
like,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-08-17 14:29:47,
want,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-08-16 17:45:53,
like,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-07-06 00:08:33,
scared,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-05-16 13:24:49,
love,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-05-20 22:09:11,
hate,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-02-11 08:54:18,
intrigued,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-08-03 17:58:38,
want,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-09-18 16:29:26,
hate,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-03-27 08:58:02,
dislike,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-07-13 21:02:55,
super love,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-01-19 03:07:21,
want,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-04-30 06:11:44,
indifferent,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-02-03 18:41:02,
disgust,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-10-06 10:20:38,
interested,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-11-07 17:59:44,
dislike,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-12-22 01:07:31,
indifferent,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-03-20 14:45:28,
intrigued,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-08-14 09:02:52,
intrigued,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-09-20 19:55:10,
scared,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-12-20 16:12:43,
adore,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-05-08 18:54:26,
disgust,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-08-27 15:08:16,
cherish,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-05-23 04:59:48,
love,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2020-11-27 02:50:41,
super love,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-04-16 11:15:42,
hate,,,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2021-05-29 04:12:17,
worried,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-10-27 22:11:33,
intrigued,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-04-03 05:44:00,
dislike,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-06-29 07:21:18,
hate,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-09-24 06:28:35,
disgust,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-09-13 08:14:15,
disgust,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-08-19 03:04:41,
cherish,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-05-11 19:35:08,
indifferent,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-04-02 19:50:59,
cherish,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-09-22 01:23:01,
indifferent,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-12-15 21:35:55,
love,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-05-28 07:57:13,
love,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-06-09 03:55:12,
cherish,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-09-07 15:21:15,
dislike,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-08-08 00:29:39,
like,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-12-19 19:32:28,
hate,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-05-24 06:17:01,
worried,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-01-26 07:25:50,
super love,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-10-30 16:05:41,
interested,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-12-18 02:24:13,
scared,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-07-21 16:09:40,
like,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-02-05 15:30:00,
cherish,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-12-10 05:51:09,
love,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-09-26 12:50:47,
want,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-01-13 16:16:52,
like,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2020-11-12 17:49:44,
disgust,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-03-09 21:30:11,
heart,,,baa2db00-81ba-4c34-b17d-dd950bfa133b,2021-05-18 03:47:37,
super love,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-08-02 18:35:15,
hate,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-04-14 13:48:08,
disgust,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-12-12 23:02:32,
indifferent,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-08-24 09:55:33,
like,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-10-07 09:31:12,
like,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-03-11 14:45:36,
disgust,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-03-30 23:01:37,
peeking,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-01-03 04:02:41,
peeking,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-05-30 09:31:36,
indifferent,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-04-13 13:42:44,
indifferent,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-03-13 16:37:19,
adore,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-09-07 11:48:34,
interested,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-02-06 13:18:49,
scared,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-05-18 09:28:59,
super love,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-04-25 09:44:47,
dislike,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-02-28 16:15:40,
disgust,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-10-22 03:40:50,
peeking,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-05-24 22:19:33,
interested,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-11-16 06:37:18,
dislike,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-10-25 11:15:56,
interested,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-04-18 11:43:35,
indifferent,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-06-03 19:13:16,
love,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-10-26 12:50:41,
indifferent,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-09-08 07:08:54,
dislike,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-12-02 08:56:41,
adore,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-11-18 08:02:57,
adore,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-05-25 14:14:10,
peeking,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-01-30 14:21:19,
peeking,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-07-23 02:21:30,
cherish,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-12-06 14:59:17,
cherish,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-06-13 03:27:52,
intrigued,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-01-23 02:20:47,
intrigued,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2020-07-14 08:11:17,
heart,,,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2021-04-23 22:20:34,
interested,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2020-08-22 23:58:52,
like,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-04-03 23:11:42,
cherish,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-04-14 19:59:00,
adore,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-04-15 17:03:31,
want,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-05-23 16:22:41,
dislike,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2020-10-03 13:46:59,
like,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2020-08-09 07:58:07,
want,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2020-12-16 01:34:11,
super love,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-04-28 09:23:52,
cherish,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-03-12 00:42:10,
disgust,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-03-31 00:16:59,
love,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-06-16 00:13:43,
like,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-06-03 12:45:43,
dislike,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-04-19 05:11:15,
heart,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2021-03-25 22:25:36,
indifferent,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2020-12-04 16:38:03,
interested,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2020-12-17 06:49:58,
interested,,,388bd9db-9d10-4f47-87c4-6db46e83bc95,2020-07-22 17:01:44,
want,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-09-11 19:13:59,
super love,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-04-30 09:22:59,
scared,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-12-13 15:10:55,
love,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-03-28 17:20:37,
hate,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-03-23 13:28:05,
cherish,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-08-01 02:18:16,
adore,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-05-02 01:43:50,
love,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-06-09 12:33:19,
dislike,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-08-27 06:31:16,
adore,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-07-06 18:54:41,
hate,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-01-22 15:32:24,
hate,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-05-24 05:36:16,
cherish,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-06-11 09:36:31,
like,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-04-27 15:45:40,
love,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-03-06 20:42:32,
heart,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-11-17 12:11:43,
indifferent,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-05-30 19:32:32,
worried,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-01-17 06:34:40,
peeking,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-09-06 02:58:51,
love,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-12-04 07:19:01,
worried,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-07-12 18:21:00,
indifferent,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-01-09 09:06:19,
intrigued,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-06-14 04:29:22,
heart,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-04-05 13:43:23,
love,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-09-10 03:38:50,
scared,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-03-17 08:39:13,
scared,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-12-18 00:13:22,
like,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-01-08 14:35:34,
scared,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-10-11 09:52:00,
heart,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-02-01 06:48:53,
disgust,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-12-07 00:39:27,
like,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-08-09 19:37:31,
worried,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-02-23 18:03:03,
scared,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-06-02 06:53:55,
heart,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-01-08 19:20:26,
like,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-12-03 07:55:49,
disgust,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-07-06 19:29:39,
cherish,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-11-11 14:07:42,
intrigued,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-04-10 21:27:10,
indifferent,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-02-25 17:26:27,
peeking,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-11-30 17:57:54,
hate,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2020-11-25 19:16:05,
adore,,,78d0075f-895c-4a15-a35c-a921e2bb2cea,2021-06-08 23:06:08,
super love,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-12-27 17:21:20,
worried,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2021-05-21 11:57:48,
heart,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2021-02-24 18:34:14,
like,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2021-06-14 17:44:08,
heart,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-10-20 15:14:45,
want,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-12-09 20:38:52,
indifferent,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2021-02-01 11:27:07,
love,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-12-06 06:38:03,
peeking,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-08-28 15:56:32,
peeking,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-12-06 22:28:47,
love,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-12-14 10:46:25,
disgust,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-09-11 20:55:52,
disgust,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-07-26 11:28:58,
adore,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-09-27 17:24:03,
want,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-11-04 17:10:19,
super love,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-12-18 06:02:22,
intrigued,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2020-12-20 05:16:22,
adore,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2021-04-03 17:52:18,
love,,,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,2021-04-19 01:27:06,
dislike,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-08-06 13:32:30,
worried,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-05-05 08:51:22,
indifferent,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-05-10 20:46:43,
interested,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-04-13 21:53:49,
hate,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-12-28 06:16:38,
peeking,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-02-03 11:48:08,
cherish,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-11-22 19:07:20,
dislike,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-12-03 11:55:59,
worried,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-09-10 00:27:35,
adore,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-10-12 17:18:07,
love,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-02-24 23:54:20,
love,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-11-01 00:44:28,
adore,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-11-22 17:16:06,
scared,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-08-14 19:14:11,
intrigued,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-06-01 13:54:09,
worried,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-06-22 20:21:47,
cherish,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-12-31 05:25:53,
worried,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-02-24 09:21:47,
hate,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-12-15 02:38:08,
interested,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-01-18 22:57:09,
love,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-07-29 06:29:58,
heart,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2021-01-25 06:02:00,
heart,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-12-22 12:17:39,
scared,,,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,2020-12-31 09:10:32,
